Lcl Time,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,AltInd,AltMSL,OAT,TAS,E1 OilT,E1 OilP,E1 FFlow,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4
         ,0.0,       ,-15.49,1.59,1.44,-0.03,-0.06,5044.9,        ,19.2,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
         ,0.0,       ,-15.98,1.64,1.44,-0.03,0.02,5044.9,        ,19.2,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 08:59:40,0.0,   0.00,-15.22,1.56,1.44,-0.03,-0.04,5044.9,  5008.2,19.2,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 08:59:41,0.0,   0.00,-2.13,1.64,1.45,-0.02,0.05,5045.9,  5007.9,19.2,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 08:59:42,0.0,   0.00,-8.08,1.56,1.45,-0.02,-0.04,5044.9,  5007.6,19.2,0.0,   67.21,   64.84,     2.69, 1274.3,  202.49,  196.64,  174.04,  198.20, 1132.97, 1095.15, 1129.03, 1108.76
 08:59:43,0.0,   0.00,-15.64,1.6,1.44,-0.04,0.03,5044.9,  5007.5,19.2,0.0,   67.28,   64.91,     2.75, 1273.2,  203.05,  197.14,  174.71,  198.71, 1133.62, 1096.19, 1129.16, 1110.64
 08:59:44,0.0,   0.00,-15.99,1.55,1.47,-0.03,-0.05,5044.9,  5007.4,19.2,0.0,   67.34,   64.92,     2.66, 1273.2,  203.60,  197.59,  175.40,  199.21, 1135.03, 1096.72, 1129.77, 1111.71
 08:59:45,0.0,   0.00,-15.39,1.57,1.44,-0.04,0.02,5044.9,  5007.0,19.0,0.0,   67.40,   64.90,     2.70, 1274.0,  204.16,  198.09,  176.09,  199.73, 1136.82, 1097.70, 1130.97, 1111.97
 08:59:46,0.0,   0.00,-1.15,1.54,1.46,-0.03,0.01,5044.9,  5005.8,19.0,0.0,   67.48,   65.05,     2.73, 1272.7,  204.73,  198.65,  176.79,  200.24, 1138.13, 1098.05, 1132.38, 1113.24
 08:59:47,0.0,   0.00,-5.47,1.48,1.42,-0.04,-0.03,5044.9,  5005.5,19.0,0.0,   67.54,   65.07,     2.71, 1276.4,  205.28,  199.15,  177.47,  200.76, 1139.76, 1098.28, 1132.41, 1114.41
 08:59:48,0.0,   0.00,-6.3,1.53,1.45,-0.04,-0.01,5044.9,  5005.2,19.0,0.0,   67.61,   65.05,     2.66, 1274.8,  205.83,  199.66,  178.17,  201.28, 1140.75, 1098.86, 1133.04, 1115.94
 08:59:49,0.0,   0.00,-16.35,1.53,1.43,-0.02,0.01,5044.9,  5004.8,19.0,0.0,   67.67,   65.07,     2.66, 1275.1,  206.39,  200.11,  178.85,  201.80, 1140.76, 1100.26, 1133.97, 1116.73
 08:59:50,0.0,   0.00,-7.94,1.51,1.45,-0.03,-0.01,5044.9,  5006.1,19.0,0.0,   67.75,   65.18,     2.66, 1278.2,  206.94,  200.65,  179.56,  202.33, 1141.16, 1102.06, 1134.92, 1117.15
 08:59:51,0.0,   0.00,-0.81,1.47,1.45,-0.03,0.0,5044.9,  5005.8,19.0,0.0,   67.82,   65.27,     2.69, 1276.6,  207.50,  201.16,  180.26,  202.86, 1141.34, 1102.98, 1135.94, 1117.16
