Lcl Time,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,AltInd,AltMSL,OAT,TAS,E1 OilT,E1 OilP,E1 FFlow,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4
         ,0.0,       ,-15.78,       ,       ,       ,       ,4888.9,        ,21.2,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
         ,0.0,       ,-1.35,       ,       ,       ,       ,4889.9,        ,21.2,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 08:51:01,0.0,   0.00,-0.04,       ,       ,       ,       ,4889.9,  5018.4,21.2,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 08:51:02,0.0,   0.00,-13.19,       ,       ,       ,       ,4888.9,  5018.4,21.2,0,   64.69,   66.43,     2.46, 1219.2,   92.20,   89.51,   88.47,   93.02, 1093.23, 1062.01, 1118.15, 1099.46
 08:51:03,0.0,   0.00,-15.01,       ,       ,       ,       ,4888.9,  5018.4,21.2,0,   64.73,   66.49,     2.44, 1225.6,   93.11,   90.31,   89.44,   93.95, 1093.90, 1064.40, 1119.14, 1100.17
 08:51:04,0.0,   0.00,-13.5,       ,       ,       ,       ,4888.9,  5018.4,21.2,0,   64.76,   66.59,     2.46, 1225.4,   93.86,   90.94,   90.19,   94.75, 1094.09, 1065.16, 1120.89, 1101.19
 08:51:05,0.0,   0.00,-15.22,   0.73,  -0.51,   0.01,   0.01,4888.9,  5018.4,21.2,0,   64.80,   66.50,     2.42, 1219.7,   94.73,   91.71,   91.07,   95.64, 1094.89, 1066.31, 1123.24, 1102.41
 08:51:06,0.0,   0.00,-7.1,   0.69,  -0.52,   0.00,  -0.03,4888.9,  5018.4,21.0,0,   64.84,   66.58,     2.43, 1217.4,   95.63,   92.50,   91.99,   96.60, 1095.98, 1067.74, 1125.15, 1104.58
 08:51:07,0.0,   0.00,-6.92,   0.71,  -0.52,   0.01,   0.01,4888.9,  5018.4,21.0,0,   64.88,   66.60,     2.47, 1219.1,   96.56,   93.32,   92.82,   97.54, 1097.64, 1068.34, 1126.72, 1106.28
 08:51:08,0.0,   0.00,-1.72,   0.68,  -0.52,   0.01,   0.00,4888.9,  5018.4,21.0,0,   64.92,   66.55,     2.44, 1224.3,   97.51,   94.14,   93.76,   98.52, 1099.46, 1068.88, 1128.22, 1108.51
 08:51:09,0.0,   0.00,-14.72,   0.67,  -0.53,   0.01,  -0.04,4888.9,  5018.4,21.0,0,   64.96,   66.61,     2.38, 1228.5,   98.45,   94.98,   94.81,   99.49, 1100.93, 1070.31, 1129.53, 1111.04
 08:51:10,0.0,   0.00,-17.19,   0.71,  -0.52,   0.01,   0.00,4888.9,  5022.8,21.0,0,   65.00,   66.59,     2.45, 1225.6,   99.40,   95.81,   95.67,  100.48, 1102.65, 1073.53, 1130.31, 1111.94
 08:51:11,0.0,   0.00,-15.0,   0.67,  -0.49,   0.00,   0.00,4887.9,  5022.6,21.0,0,   65.04,   66.70,     2.46, 1224.8,  100.37,   96.67,   96.72,  101.45, 1104.89, 1074.61, 1130.43, 1111.95
