Lcl Time,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,AltInd,AltMSL,OAT,TAS,E1 OilT,E1 OilP,E1 FFlow,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4
         ,0.0,       ,-7.49,3.34,0.05,-0.0,-0.0,5052.5,        ,19.8,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
         ,0.0,       ,-5.24,3.33,0.03,-0.01,-0.02,5052.5,        ,19.8,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 14:50:25,0.0,   0.00,17.2,3.31,0.03,-0.01,-0.01,5053.5,  4999.1,19.8,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 14:50:26,0.0,   0.00,-13.96,3.32,0.01,-0.02,0.02,5052.5,  4999.0,19.8,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 14:50:27,0.0,   0.00,-7.65,3.31,0.01,0.01,-0.02,5053.5,  4999.0,19.8,0,  118.17,   61.70,     2.06, 1236.8,  197.45,  173.81,  195.82,  187.18, 1240.99, 1021.56, 1217.37, 1258.35
 14:50:28,0.0,   0.00,14.33,3.33,0.01,0.0,-0.01,5053.5,  4999.0,19.8,0,  118.13,   61.74,     2.01, 1238.3,  198.27,  174.44,  196.53,  187.92, 1242.37, 1015.90, 1218.93, 1259.39
 14:50:29,0.0,   0.00,-6.87,3.35,0.02,-0.01,0.01,5052.5,  4999.6,19.8,0,  118.10,   61.78,     2.07, 1239.2,  199.18,  175.19,  197.35,  188.77, 1243.79, 1012.18, 1219.03, 1259.26
 14:50:30,0.0,   0.00,-12.56,3.33,0.07,0.01,-0.03,5052.5,  4999.6,19.8,0,  118.07,   61.80,     2.05, 1243.6,  200.16,  175.96,  198.20,  189.66, 1244.06, 1013.59, 1218.70, 1259.34
 14:50:31,0.0,   0.00,-18.18,3.34,0.09,0.0,0.0,5052.5,  4999.5,19.8,0,  118.03,   61.89,     2.02, 1249.7,  201.12,  176.74,  199.05,  190.54, 1242.30, 1017.19, 1219.58, 1259.53
 14:50:32,0.0,   0.00,-14.98,3.31,0.01,-0.01,0.0,5052.5,  4999.5,19.8,0,  118.00,   61.85,     2.00, 1239.7,  202.10,  177.51,  199.90,  191.43, 1242.39, 1017.96, 1219.75, 1258.73
 14:50:33,0.0,   0.00,-26.81,3.31,0.01,0.01,-0.02,5051.5,  4999.5,19.8,0,  117.97,   61.95,     2.06, 1242.7,  203.05,  178.30,  200.75,  192.32, 1242.89, 1016.82, 1218.21, 1258.96
 14:50:34,0.0,   0.00,17.87,3.34,0.04,-0.0,-0.01,5054.5,  4999.2,19.8,0,  117.94,   62.00,     2.02, 1245.9,  203.99,  179.05,  201.59,  193.17, 1242.75, 1019.03, 1216.47, 1257.87
 14:50:35,0.0,   0.00,23.18,3.35,0.03,-0.0,0.02,5054.5,  4998.7,19.8,0,  117.90,   62.04,     2.01, 1249.6,  204.79,  179.67,  202.37,  193.94, 1241.33, 1021.48, 1216.27, 1256.75
 14:50:36,0.0,   0.00,32.25,3.33,0.01,0.0,-0.02,5055.5,  4998.8,19.8,0,  117.87,   61.97,     2.07, 1253.7,  205.71,  180.41,  203.16,  194.77, 1242.75, 1025.32, 1215.93, 1257.07
 14:50:37,0.0,   0.00,18.43,3.34,0.02,0.0,0.01,5054.5,  4998.7,19.8,0,  117.84,   61.89,     2.06, 1246.5,  206.65,  181.18,  204.00,  195.65, 1242.37, 1026.86, 1217.08, 1257.69
 14:50:38,0.0,   0.00,1.87,3.34,0.02,-0.0,-0.02,5054.5,  4998.6,19.8,0,  117.81,   61.94,     2.04, 1248.2,  207.61,  181.94,  204.84,  196.52, 1243.11, 1027.99, 1217.16, 1258.94
 14:50:39,0.0,   0.00,8.8,3.38,0.03,-0.01,0.02,5055.5,  4998.4,19.8,0,  117.78,   61.91,     2.04, 1246.7,  208.54,  182.70,  205.68,  197.38, 1245.15, 1028.71, 1217.95, 1261.00
 14:50:40,0.0,   0.00,-9.67,3.37,0.05,0.0,-0.0,5054.5,  4998.1,19.8,0,  117.75,   61.99,     2.07, 1246.8,  209.50,  183.45,  206.42,  198.25, 1246.01, 1030.46, 1220.53, 1261.69
 14:50:41,0.0,   0.00,-3.1,3.36,0.05,0.01,-0.01,5055.5,  4998.5,19.8,0,  117.72,   62.06,     2.05, 1250.5,  210.42,  184.20,  207.30,  199.11, 1246.61, 1031.66, 1221.24, 1262.06
 14:50:42,0.0,   0.00,24.7,3.36,0.02,0.0,-0.02,5056.5,  4998.0,19.8,0,  117.69,   61.96,     2.05, 1246.2,  211.22,  184.81,  207.91,  199.84, 1247.13, 1031.64, 1221.66, 1261.24
 14:50:43,0.0,   0.00,33.93,3.39,0.04,0.02,-0.0,5057.5,  4997.9,19.8,0,  117.66,   62.01,     2.03, 1254.7,  212.11,  185.52,  208.68,  200.66, 1248.45, 1031.80, 1222.64, 1261.72
 14:50:44,0.0,   0.00,4.27,3.38,0.02,0.0,0.04,5055.5,  4997.8,19.8,0,  117.64,   61.95,     1.99, 1248.0,  213.05,  186.27,  209.50,  201.52, 1247.50, 1031.44, 1222.58, 1261.91
 14:50:45,0.0,   0.00,-29.32,3.38,0.01,-0.02,-0.0,5055.5,  4997.7,19.8,0,  117.61,   61.87,     2.02, 1245.9,  213.98,  187.02,  210.32,  202.38, 1247.23, 1030.74, 1222.61, 1263.34
 14:50:46,0.0,   0.00,-9.32,3.36,0.04,0.0,0.02,5055.5,  4997.9,19.8,0,  117.58,   61.90,     2.05, 1247.6,  214.89,  187.75,  211.11,  203.21, 1248.69, 1030.05, 1221.81, 1263.74
 14:50:47,0.0,   0.00,-7.66,3.32,0.05,-0.01,-0.0,5056.5,  4997.7,19.8,0,  117.55,   61.93,     2.05, 1244.2,  215.66,  188.33,  211.77,  203.92, 1248.62, 1029.36, 1221.37, 1263.93
 14:50:48,0.0,   0.00,-4.78,3.34,0.02,0.0,0.02,5055.5,  4998.4,19.8,0,  117.53,   61.86,     2.04, 1250.3,  216.54,  189.03,  212.61,  204.72, 1248.73, 1027.67, 1221.12, 1264.20
 14:50:49,0.0,   0.00,-2.67,3.32,0.01,0.0,-0.04,5056.5,  4998.3,19.8,0,  117.50,   61.87,     2.03, 1239.2,  217.45,  189.75,  213.41,  205.56, 1249.66, 1027.20, 1221.84, 1264.56
