Lcl Time,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,AltInd,AltMSL,OAT,TAS,E1 OilT,E1 OilP,E1 FFlow,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4
         ,0.0,       ,-20.23,1.04,1.37,-0.03,-0.01,5003.3,        ,14.2,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
         ,0.0,       ,36.9,1.04,1.47,-0.02,0.02,5005.3,        ,14.2,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 06:29:37,0.0,   0.00,21.98,1.09,1.44,-0.03,0.02,5004.3,  5027.0,14.2,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 06:29:38,0.0,   0.00,-10.79,1.09,1.42,-0.04,-0.0,5004.3,  5026.6,14.2,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 06:29:39,0.0,   0.00,-28.17,1.03,1.45,-0.01,-0.05,5003.3,  5026.4,14.2,0.0,   69.59,   64.04,     3.14, 1141.1,  110.43,  120.52,  118.73,  126.52, 1162.60, 1218.02, 1197.61, 1181.77
 06:29:40,0.0,   0.00,-13.32,1.02,1.43,-0.01,0.06,5004.3,  5026.2,14.2,0.0,   69.65,   66.63,     3.49, 1327.5,  111.41,  121.58,  119.76,  127.57, 1175.29, 1231.90, 1216.81, 1193.24
 06:29:41,0.0,   0.00,27.51,0.97,1.42,-0.02,-0.04,5005.3,  5026.0,14.2,0.0,   69.71,   67.02,     3.43, 1428.5,  112.39,  122.63,  120.82,  128.72, 1185.16, 1244.37, 1228.50, 1205.10
 06:29:42,0.0,   0.00,-19.19,1.02,1.42,-0.03,0.03,5003.3,  5026.1,14.2,0.0,   69.77,   66.45,     3.12, 1368.0,  113.40,  123.69,  121.86,  130.01, 1189.58, 1248.53, 1225.68, 1209.46
 06:29:43,0.0,   0.00,2.04,1.03,1.46,-0.02,-0.02,5005.3,  5026.6,14.2,0.0,   69.83,   66.59,     3.04, 1338.9,  114.40,  124.74,  122.93,  131.18, 1187.28, 1245.52, 1220.75, 1209.15
 06:29:44,0.0,   0.00,-5.01,0.97,1.4,-0.03,-0.02,5003.3,  5026.6,14.2,0.0,   69.89,   66.31,     3.03, 1333.5,  115.40,  125.79,  123.96,  132.34, 1184.41, 1244.12, 1220.06, 1214.48
 06:29:45,0.0,   0.00,-31.84,1.09,1.44,-0.02,0.02,5003.3,  5026.6,14.2,0.0,   69.95,   66.63,     3.08, 1330.7,  116.40,  126.82,  125.02,  133.51, 1182.73, 1245.21, 1221.89, 1218.57
 06:29:46,0.0,   0.00,-18.61,1.02,1.4,-0.02,-0.04,5004.3,  5026.7,14.5,0.0,   70.01,   66.93,     3.03, 1341.5,  117.39,  127.86,  126.05,  134.56, 1182.37, 1246.02, 1222.37, 1222.02
 06:29:47,0.0,   0.00,26.73,1.01,1.4,-0.03,0.0,5006.3,  5026.7,14.5,0.0,   70.07,   66.59,     3.05, 1343.5,  118.37,  128.89,  127.09,  135.73, 1183.42, 1246.26, 1222.91, 1226.29
 06:29:48,0.0,   0.00,20.24,1.08,1.47,-0.02,0.02,5005.3,  5026.3,14.5,0.0,   70.13,   66.74,     3.08, 1350.3,  119.37,  129.93,  128.11,  136.88, 1183.33, 1245.48, 1225.21, 1228.93
 06:29:49,0.0,   0.00,-30.22,1.02,1.41,-0.03,-0.03,5003.3,  5025.5,14.5,0.0,   70.19,   66.75,     3.02, 1349.0,  120.37,  130.96,  129.17,  138.05, 1183.24, 1246.22, 1226.78, 1229.08
 06:29:50,0.0,   0.00,-33.64,1.07,1.43,-0.02,-0.01,5003.3,  5025.5,14.5,0.0,   70.25,   66.78,     3.05, 1351.0,  121.36,  132.01,  130.21,  139.20, 1183.48, 1246.56, 1228.34, 1231.01
 06:29:51,0.0,   0.00,-23.17,1.03,1.43,-0.03,0.01,5003.3,  5025.4,14.5,0.0,   70.30,   66.68,     2.98, 1352.3,  122.37,  133.04,  131.26,  140.36, 1185.22, 1248.23, 1231.06, 1233.47
 06:29:52,0.0,   0.00,5.39,0.97,1.42,-0.02,0.0,5005.3,  5025.2,14.5,0.0,   70.36,   66.38,     2.99, 1342.6,  123.37,  134.08,  132.30,  141.63, 1184.36, 1249.19, 1234.38, 1236.32
 06:29:53,0.0,   0.00,9.59,1.02,1.43,-0.03,0.01,5004.3,  5025.1,14.5,0.0,   70.41,   66.65,     3.09, 1341.0,  124.49,  135.24,  133.48,  142.79, 1183.58, 1250.73, 1237.86, 1239.24
 06:29:54,0.0,   0.00,-32.77,1.07,1.41,-0.02,0.02,5003.3,  5025.7,14.5,0.0,   70.47,   66.89,     3.00, 1344.6,  125.55,  136.35,  134.60,  144.03, 1183.01, 1252.00, 1240.67, 1241.92
 06:29:55,0.0,   0.00,-18.72,1.01,1.38,-0.02,0.0,5004.3,  5026.2,14.5,0.0,   70.52,   67.05,     3.02, 1345.8,  126.56,  137.38,  135.68,  145.19, 1182.72, 1252.31, 1242.91, 1242.62
 06:29:56,0.0,   0.00,8.24,1.03,1.4,-0.02,-0.05,5004.3,  5026.5,14.5,0.0,   70.58,   66.92,     3.05, 1342.2,  127.55,  138.42,  136.71,  146.45, 1183.25, 1251.70, 1244.28, 1243.74
 06:29:57,0.0,   0.00,-8.96,1.05,1.43,-0.03,0.01,5003.3,  5026.6,14.5,0.0,   70.63,   67.04,     3.02, 1342.8,  128.55,  139.43,  137.78,  147.60, 1183.70, 1250.97, 1243.40, 1245.10
 06:29:58,0.0,   0.00,-33.91,1.03,1.41,-0.04,0.02,5002.3,  5026.7,14.5,0.0,   70.69,   67.09,     3.02, 1352.0,  129.54,  140.46,  138.81,  148.63, 1183.73, 1251.30, 1242.23, 1248.53
