Lcl Time,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,AltInd,AltMSL,OAT,TAS,E1 OilT,E1 OilP,E1 FFlow,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4
 12:24:22,0.0,       ,40.42,2.29,  -0.68,0.01,0.02,4837.3,        ,17.5,0.0,64.22,62.58,4.01,1159.1,69.12,71.61,69.82,71.98,972.45,1052.89,961.57,900.44
 12:24:23,0.0,       ,-1.99,2.15,  -0.60,0.01,-0.07,4835.3,        ,17.2,0.0,64.21,62.58,4.06,1169.3,69.53,71.92,70.22,72.36,975.09,1056.37,962.35,903.1
 12:24:24,0.0,       ,-35.84,2.16,  -0.60,0.01,-0.01,4835.3,        ,17.2,0.0,64.2,62.66,4.0,1163.8,69.98,72.26,70.68,72.77,979.55,1058.43,964.05,906.49
 12:24:25,0.0,       ,-14.25,2.18,  -0.59,0.0,-0.04,4836.3,        ,17.2,0.0,64.2,62.69,4.05,1167.6,70.5,72.64,71.22,73.27,983.14,1060.9,967.76,909.88
 12:24:26,0.0,   4.51,-35.99,2.13,  -0.60,0.02,-0.05,4835.3,  4967.0,17.0,0.0,64.19,62.74,4.04,1172.1,71.04,73.08,71.8,73.8,985.0,1062.09,969.56,913.76
 12:24:27,0.0,   0.00,-1.45,2.27,  -0.63,0.02,0.04,4836.3,  4967.7,17.0,0.0,64.19,62.72,4.03,1172.8,71.6,73.51,72.35,74.34,985.95,1065.48,972.05,917.13
 12:24:28,0.0,   0.00,-10.39,2.23,  -0.64,0.01,0.02,4836.3,  4964.7,17.0,0.0,64.18,62.73,4.03,1172.0,72.18,73.97,72.94,74.89,988.42,1064.43,975.25,919.82
 12:24:29,0.0,   0.00,50.78,2.26,  -0.66,0.01,-0.0,4838.3,  4963.7,17.0,0.0,64.18,62.79,4.01,1193.2,72.77,74.42,73.54,75.46,990.05,1063.79,977.45,921.95
 12:24:30,0.0,   0.00,-13.64,2.24,  -0.63,0.02,-0.02,4835.3,  4964.0,16.8,0.0,64.18,62.85,4.03,1207.6,73.24,74.82,74.03,75.91,991.23,1066.67,978.94,925.25
 12:24:31,0.0,   0.00,-30.53,2.26,  -0.66,0.01,0.02,4835.3,  5003.5,16.8,0.0,64.18,62.86,4.02,1209.2,73.75,75.18,74.55,76.4,997.19,1070.84,980.29,927.95
 12:24:32,0.0,   0.00,-32.35,2.2,  -0.70,0.03,-0.02,4835.3,  4999.9,16.8,0.0,64.18,62.89,4.06,1222.5,74.33,75.66,75.16,76.98,1003.99,1075.94,982.03,930.53
 12:24:33,0.0,   0.00,-8.05,2.2,  -0.66,0.02,0.01,4836.3,  5001.2,16.8,0.0,64.19,62.87,4.03,1230.0,74.95,76.15,75.79,77.59,1009.3,1078.74,983.05,933.65
 12:24:34,0.0,   0.00,-0.35,2.24,  -0.63,0.0,0.01,4836.3,  5000.6,16.8,0.0,64.19,62.93,4.03,1227.0,75.58,76.66,76.44,78.21,1013.29,1080.34,984.24,937.24
 12:24:35,0.0,   0.00,-11.64,2.18,  -0.64,0.01,-0.04,4835.3,  4999.8,16.5,0.0,64.2,62.97,4.08,1220.8,76.21,77.24,77.09,78.85,1018.55,1078.76,987.48,940.96
 12:24:36,0.0,   0.00,-22.9,2.19,  -0.67,0.02,0.0,4835.3,  4998.3,16.5,0.0,64.21,62.97,4.01,1236.2,76.74,77.66,77.63,79.37,1023.92,1079.49,989.35,944.26
 12:24:37,0.0,   0.00,-16.42,2.26,  -0.70,0.01,0.04,4835.3,  4997.9,16.5,0.0,64.22,63.03,3.97,1237.6,77.3,78.06,78.22,79.94,1026.66,1078.95,989.8,946.88
 12:24:38,0.0,   0.00,-15.9,2.21,  -0.65,0.01,-0.02,4835.3,  4992.8,16.5,0.0,64.23,63.05,4.01,1237.4,77.93,78.58,78.88,80.58,1028.35,1080.36,991.65,950.16
 12:24:39,0.0,   0.00,-35.84,2.2,  -0.68,0.02,0.04,4833.3,  4994.5,16.5,0.0,64.24,63.09,4.03,1240.6,78.58,79.13,79.55,81.25,1029.56,1081.4,993.04,952.48
 12:24:40,0.0,   0.00,7.53,2.18,  -0.69,0.02,-0.07,4836.3,  4995.4,16.2,0.0,64.25,63.11,4.03,1246.2,79.26,79.7,80.25,81.93,1031.09,1081.2,994.51,954.92
 12:24:41,0.0,   0.00,-6.33,2.26,  -0.68,-0.0,0.06,4834.3,  4996.2,16.2,0.0,64.27,63.21,4.05,1239.7,79.81,80.17,80.82,82.51,1032.03,1080.51,997.07,957.54
 12:24:42,0.0,   0.00,-30.3,2.21,  -0.71,0.0,-0.01,4834.3,  4996.3,16.2,0.0,64.28,63.24,3.99,1251.6,80.42,80.65,81.46,83.11,1033.07,1080.17,997.89,959.59
