Lcl Time,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,AltInd,AltMSL,OAT,TAS,E1 OilT,E1 OilP,E1 FFlow,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4
         ,0.0,       ,-28.65,2.07,1.21,-0.01,-0.03,5012.3,        ,18.2,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
         ,0.0,       ,-19.19,2.09,1.2,-0.03,0.02,5013.3,        ,18.0,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
         ,0.0,       ,-0.03,2.1,1.19,-0.02,-0.0,5013.3,        ,18.0,0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 06:50:20,0.0,       ,-2.44,2.08,1.2,-0.02,-0.02,5013.3,        ,18.0,0,   69.99,   67.15,     2.52, 1064.5,   74.89,   76.26,   73.31,   75.45,  929.97,  996.78,  887.34,  897.77
 06:50:21,0.0,       ,-15.28,2.1,1.16,-0.02,0.01,5012.3,        ,18.0,0,   70.00,   66.85,     2.74, 1055.9,   75.28,   76.73,   73.64,   75.85,  927.17,  907.65,  892.76,  902.14
 06:50:22,0.0,       ,-21.43,2.08,1.2,-0.02,-0.01,5012.3,        ,18.0,0,   70.01,   66.88,     2.87, 1052.5,   75.74,   77.21,   73.99,   76.29,  925.64,  821.12,  897.34,  905.46
 06:50:23,0.0,       ,-12.23,2.11,1.19,-0.03,0.0,5012.3,        ,18.0,0,   70.02,   66.90,     2.86, 1052.4,   76.17,   77.65,   74.37,   76.74,  924.35,  752.18,  900.06,  908.18
 06:50:24,0.0,       ,32.48,2.09,1.16,-0.01,-0.01,5015.3,        ,18.0,0,   70.03,   66.91,     2.80, 1051.5,   76.58,   78.10,   74.77,   77.19,  924.69,  690.24,  902.27,  910.66
 06:50:25,0.0,       ,17.19,2.14,1.16,-0.03,0.02,5013.3,        ,18.0,0,   70.04,   67.03,     2.64, 1055.9,   77.06,   78.54,   75.20,   77.68,  925.41,  635.20,  904.38,  914.02
 06:50:26,0.0,       ,-32.66,2.1,1.18,-0.02,0.01,5012.3,        ,18.0,0,   70.05,   67.16,     2.57, 1062.0,   77.54,   78.97,   75.62,   78.19,  926.17,  587.00,  908.15,  918.54
