Lcl Time,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,AltInd,AltMSL,OAT,TAS,E1 OilT,E1 OilP,E1 FFlow,E1 RPM,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4
         ,0.0,       ,-0.69,       ,       ,       ,       ,4979.0,        ,11.5,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
         ,0.0,       ,-0.35,       ,       ,       ,       ,4979.0,        ,11.5,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
         ,0.0,       ,-1.46,       ,       ,       ,       ,4979.0,        ,11.5,0.0,        ,        ,         ,       ,        ,        ,        ,        ,        ,        ,        ,        
 06:30:47,0.0,       ,-15.03,       ,       ,       ,       ,4979.0,        ,11.5,0.0,   58.67,   63.54,     3.61, 1394.3,   60.81,   60.57,   60.85,        ,  972.01,        ,  972.50,  941.02
 06:30:48,0.0,       ,-16.8,       ,       ,       ,       ,4978.0,        ,11.8,0.0,   58.71,   63.67,     3.61, 1396.3,   61.20,   60.87,   61.13,   60.90,  986.37,  974.46,  987.62,  955.94
 06:30:49,0.0,       ,-14.62,       ,       ,       ,       ,4979.0,        ,11.8,0.0,   58.75,   63.96,     3.62, 1400.6,   61.54,   61.21,   61.47,   61.25,  999.56,  988.08,  999.65,  969.30
 06:30:50,0.0,       ,-7.97,       ,       ,       ,       ,4979.0,        ,11.8,0.0,   58.80,   64.07,     3.66, 1401.6,   61.94,   61.58,   61.85,   61.65, 1009.03,  999.17, 1010.72,  980.88
 06:30:51,0.0,       ,-2.86,       ,       ,       ,       ,4979.0,        ,11.8,0.0,   58.84,   64.12,     3.64, 1403.1,   62.35,   61.96,   62.27,   62.05, 1019.80, 1009.24, 1020.95,  992.05
 06:30:52,0.0,       ,-2.62,       ,       ,       ,       ,4979.0,        ,11.8,0.0,   58.89,   63.90,     3.38, 1379.8,   62.79,   62.33,   62.63,   62.47, 1027.43, 1018.23, 1030.35, 1000.40
 06:30:53,0.0,       ,-21.84,       ,       ,       ,       ,4978.0,        ,11.8,0.0,   58.93,   63.94,     3.23, 1315.9,   63.26,   62.75,   63.11,   62.92, 1031.12, 1021.85, 1034.94, 1003.91
 06:30:54,0.0,       ,-25.14,       ,       ,       ,       ,4978.0,        ,11.8,0.0,   58.98,   63.98,     3.11, 1289.0,   63.76,   63.20,   63.50,   63.40, 1031.58, 1023.21, 1034.47, 1005.24
 06:30:55,0.0,       ,-16.64,       ,       ,       ,       ,4978.0,        ,12.0,0.0,   59.03,   64.20,     3.12, 1284.6,   64.27,   63.65,   63.98,   63.90, 1031.18, 1024.51, 1033.55, 1006.76
 06:30:56,0.0,       ,-3.74,       ,       ,       ,       ,4978.0,        ,12.0,0.0,   59.08,   64.22,     3.16, 1284.9,   64.81,   64.12,   64.51,   64.41, 1031.26, 1025.93, 1034.57, 1008.67
 06:30:57,0.0,       ,-1.31,       ,       ,       ,       ,4978.0,        ,12.0,0.0,   59.13,   64.24,     3.18, 1288.1,   65.36,   64.62,   64.97,   64.93, 1031.25, 1027.45, 1036.12, 1009.86
 06:30:58,0.0,       ,-5.76,       ,       ,       ,       ,4978.0,        ,12.0,0.0,   59.18,   64.30,     3.07, 1289.8,   65.93,   65.12,   65.48,   65.48, 1031.40, 1029.11, 1038.34, 1011.11
 06:30:59,0.0,       ,-10.77,       ,       ,       ,       ,4978.0,        ,12.0,0.0,   59.24,   64.32,     3.15, 1290.1,   66.52,   65.64,   66.02,   66.04, 1032.40, 1030.63, 1041.31, 1013.08
